Series or Movie,IMDb Score,Rotten Tomatoes Score,Awards Received,Awards Nominated For,Boxoffice,Hidden Gem Score
Movie,7.7,98,3,3,91837,5.1
Movie,6.6,78,68,72,6594959,3.6
Movie,6.3,44,2,8,723593,2.6
Movie,5.6,50,2,2,638144,6.2
Movie,7.6,77,0,0,928298,3.5
Movie,7.9,100,27,13,187716,5.1
Movie,6.6,77,7,8,9883,6.8
Movie,7,84,4,5,121697323,3.5
Movie,7,66,3,24,202359711,3.3
Movie,7.6,76,12,13,211667,3.8
Movie,7.3,100,25,22,20966644,4.3
Movie,7,58,4,12,1053788,3.2
Movie,7.4,17,0,7,18295,2.1
Movie,6.9,73,16,14,1048950,4.4
Movie,7.2,75,2,4,95242,3.7
Movie,7,65,3,8,1702668,4.6
Movie,5,56,0,0,5460,2.7
Movie,7.7,96,4,8,562218,5.7
Movie,7.8,89,123,83,659363944,4
Movie,6.3,65,2,6,53672080,3.1
Movie,5.5,20,0,0,304318,2
Movie,5.7,22,2,5,10508518,2
Movie,7.1,22,7,22,1514558,2.3
Movie,7.5,82,7,16,119412921,3.6
Movie,6.7,66,4,12,1367024,3.3
Movie,7.5,78,2,1,22881563,3.7
Movie,7.4,82,10,17,1304237,3.9
Movie,7.2,57,0,3,3860678,2.8
Movie,5.3,33,0,3,92181,2.3
Movie,5,39,0,3,32462372,2.2
Movie,8.2,83,13,23,1223240,4.1
Movie,8.1,80,40,12,1498210,3.8
Movie,5.7,71,2,6,30610863,3.2
Movie,6.5,74,3,17,27695246,3.3
Movie,7.3,84,4,9,342922,5.5
Movie,7.6,63,8,16,457806,3.3
Movie,6.5,55,5,7,33683817,3
Movie,6.6,79,11,20,18494006,3.5
Movie,7.3,48,0,1,11486,2.9
Movie,7.2,79,1,3,3419967,3.5
Movie,7.3,68,2,7,84614512,3.3
Movie,8,95,1,8,1413480,4.3
Movie,7.8,68,11,6,3622,3.5
Movie,6.4,51,0,2,33302167,2.9
Movie,7.4,97,15,39,21590086,4.1
Movie,6.3,36,0,0,25018119,2.3
Movie,6.3,47,0,4,50433,2.7
Movie,6.9,67,10,16,106550690,3.7
Movie,6.2,53,1,3,356582,2.8
Movie,7.4,72,0,4,13723253,3.3
Movie,6.3,61,1,2,12050299,3
Movie,6.4,31,3,17,158119460,2.4
Movie,4.8,21,1,1,8556940,1.4
Movie,7.1,82,2,9,276497,6.7
Movie,6.8,57,0,2,718490,3.3
Movie,5.2,37,0,0,490154,4.6
Movie,6.8,82,9,11,280958,6.9
Movie,7.2,81,12,14,1517410,3.6
Movie,7.8,96,21,14,5770254,4.3
Movie,5.4,10,0,0,39881,1.5
Movie,6.2,73,3,9,15026056,3.3
Movie,5.7,44,4,3,1029,4.6
Movie,8,94,24,26,169659,4.2
Movie,7.2,74,5,9,45835,6.3
Movie,7.3,82,12,27,128486,3.7
Movie,6.7,73,3,7,61067,3.4
Movie,6.7,62,1,1,325680,2.9
Movie,5.9,28,0,2,16131410,2.2
Movie,6.2,54,0,3,50577412,2.9
Movie,7,64,1,6,80070736,3.1
Movie,6.8,75,4,19,126808165,3.6
Movie,5.7,51,1,1,34657,2.6
Movie,6,35,7,8,106614059,2.2
Movie,5.3,38,1,8,94011225,2.3
Movie,7.3,100,34,19,56773,7.1
Movie,7.2,64,0,2,7205,6.4
Movie,6.9,76,14,30,785896,3.5
Movie,6.8,66,2,0,1969193,3.2
Movie,7.2,58,2,0,81071,3
Movie,6.2,67,4,8,37884,3.1
Movie,6.5,51,1,6,6105175,2.8
Movie,4.5,29,0,2,641,3.1
Movie,7.5,87,26,74,11050094,4.2
Movie,5.1,50,0,5,598668,5.5
Movie,6,29,0,1,13728902,4
Movie,6.5,42,0,1,20158898,2.5
Movie,6.5,41,4,4,173948,2.5
Movie,6.9,73,1,3,83351587,3.4
Movie,7.4,67,9,21,1017335,3.5
Movie,5.7,37,0,1,37134215,2.4
Movie,7.1,93,29,35,2201923,4.2
Movie,7.6,88,0,1,78756177,4
Movie,6.5,36,0,0,3310031,2.4
Movie,6.1,50,3,0,2507201,5.9
Movie,6.9,54,11,5,179800601,2.9
Movie,7.1,74,18,23,217631306,3.3
Movie,7.3,90,7,14,71583916,3.9
Movie,6.5,29,3,0,1359910,3.1
Movie,5.4,15,10,13,136314294,1.7
Movie,7.3,71,0,1,10405394,3.6
Movie,5.8,91,3,8,59478,3.8
Movie,6.9,76,7,22,156645693,3.5
Movie,6.9,70,12,8,191442,3.5
Movie,7,83,4,5,177802,6.2
Movie,6.3,28,0,1,36918811,2.2
Movie,5.8,43,0,0,11774,3.5
Movie,5.1,5,0,1,19075290,1.4
Movie,7.3,77,15,45,93772375,3.8
Movie,5.8,40,0,1,273644,5.7
Movie,7.1,68,19,13,12135,5.4
Movie,5.7,67,0,2,1155545,4.9
Movie,7.1,81,0,5,32172757,3.8
Movie,7.2,33,7,42,51268815,2.4
Movie,7.1,80,12,27,101413188,3.6
Movie,7.7,81,0,0,50504655,3.5
Movie,7,68,1,1,22000000,3.1
Movie,7.3,82,21,24,106593296,3.9
Movie,6.5,41,0,0,10895295,2.4
Movie,6.2,20,0,0,16809076,1.9
Movie,6.2,50,0,2,33601190,2.6
Movie,6.3,41,0,0,17418667,2.6
Movie,6.9,35,0,6,13371528,2.6
Movie,7.7,84,7,59,228778661,3.9
Movie,6.9,80,3,11,122187717,3.7
Movie,5.3,53,0,3,4105,2.6
Movie,5.3,22,2,11,81022101,1.6
Movie,6.6,88,3,8,174803506,3.6
Movie,4.8,19,2,7,34341945,1.7
Movie,7.1,94,34,105,4563650,4.1
Movie,7.2,72,5,46,187168425,3.3
Movie,7.1,96,7,20,258384,4.1
Movie,7.3,83,4,5,234760478,3.7
Movie,6,27,0,11,40226215,2.2
Movie,6.4,56,0,3,89661,3
Movie,6.8,40,0,1,11806119,2.3
Movie,6.7,80,8,32,71543427,3.5
Movie,6.2,20,0,0,16827402,2.1
Movie,8.3,78,33,34,75609945,3.8
Movie,5.7,39,0,4,2193658,2.4
Movie,6.6,17,0,1,15071,1.7
Movie,5.7,26,0,1,20396829,2
Movie,6.2,73,0,1,4091,4.9
Movie,5.7,19,0,3,37761915,1.7
Movie,6.5,61,1,10,102003019,3
Movie,6,27,1,9,88097164,2.2
Movie,4.7,12,1,8,82674398,1.4
Movie,6.4,50,0,4,49875291,2.7
Movie,7.7,71,10,39,63820180,3.3
Movie,6.1,60,1,6,38180928,2.9
Movie,5.9,21,0,0,80818974,1.7
Movie,5.6,9,0,3,42614912,1.3
Movie,6.2,28,0,0,30697999,2.2
Movie,8,93,45,19,100119,4.1
Movie,7.1,71,8,7,3680306,3.2
Movie,5.3,17,4,0,2463,3.6
Movie,5.7,10,2,0,109306210,1.8
Movie,6.5,47,6,4,153665036,2.7
Movie,4.4,37,0,3,15171476,2.2
Movie,6.3,75,1,24,127352707,3.3
Movie,6.3,38,0,4,8305970,2.5
Movie,5.3,14,0,8,71017784,1.7
Movie,6.6,39,0,16,83586447,2.4
Movie,7.8,92,15,61,177002924,4.1
Movie,6.4,71,0,16,119793567,3.2
Movie,7.4,99,21,27,4946445,4.3
Movie,6.8,78,5,2,871759,5.7
Movie,6.9,56,2,1,86930411,3.2
Movie,6.5,54,3,0,51132598,3
Movie,7.5,93,12,15,6177192,4.2
Movie,7.1,82,2,2,513447,3.6
Movie,7.2,80,1,1,1200216,3.7
Movie,6.3,65,0,3,13809,2.9
Movie,7.9,83,49,61,7220243,4.1
Movie,8.4,92,80,38,11286112,4.4
Movie,6.1,46,0,5,26650,2.6
Movie,7.2,91,0,1,563718,3.9
Movie,6.9,74,0,4,66099,3.3
Movie,7.5,84,0,2,32445,4
Movie,7.7,91,12,20,15743471,4.2
Movie,6.6,76,20,29,241438208,3.4
Movie,6.5,40,3,4,4488529,2.6
Movie,6,51,0,1,11008770,2.7
Movie,5.5,10,0,0,32269834,1.7
Movie,7.6,67,16,33,216335,3.6
Movie,7.3,89,29,37,3647381,4.1
Movie,3.1,10,0,5,10010209,1
Movie,5.3,67,10,36,14124284,3
Movie,6.9,77,28,49,4017609,3.6
Movie,8,98,1,4,14500000,4.1
Movie,7.2,85,1,0,666557,5.2
Movie,7.5,90,21,38,1546761,4
Movie,7.1,74,0,3,18250550,3.5
Movie,7.5,72,5,5,7693187,3.4
Movie,7.7,89,85,104,2199787,4.2
Movie,5,50,0,3,14890,2.3
Movie,6.9,72,3,4,57468,3.7
Movie,7.6,90,0,0,22490039,3.9
Movie,7,24,1,3,11494838,2.2
Movie,7.3,66,1,8,37400127,3.3
Movie,7.5,93,8,17,1200010,4
Movie,8,90,1,0,553171,4.2
Movie,5.8,39,8,60,19676965,2.4
Movie,7.6,91,61,94,12899867,4.2
Movie,6.6,79,3,19,1239692,3.5
Movie,7.5,92,9,46,92186262,4
Movie,7.2,77,1,22,3675753,3.5
Movie,7,76,15,26,4059680,3.5
Movie,7,45,2,12,43853424,2.8
Movie,7.7,79,54,54,75331600,3.8
Movie,6.8,80,4,5,18390117,3.5
Movie,6.1,23,1,2,31811527,2
Movie,5.9,19,0,0,292437,2
Movie,7,84,7,15,166244045,3.8
Movie,6.9,77,6,21,119938730,3.4
Movie,6.3,43,2,5,33741133,2.5
Movie,8.4,93,57,59,25544867,4.3
Movie,7,51,0,5,47536778,2.9
Movie,6.4,52,25,47,30017992,2.8
Movie,6.8,40,1,6,35818913,2.6
Movie,7.1,83,9,35,40962534,3.7
Movie,6,68,6,9,100915,3.6
Movie,6.5,31,0,8,46982632,2.1
Movie,7.1,83,11,17,116089678,3.7
Movie,6.3,28,2,0,39687694,2.1
Movie,7.8,93,14,18,26979166,4.2
Movie,6.2,52,1,4,65187603,2.7
Movie,6.8,28,0,2,538690,2.3
Movie,4.3,18,0,4,51774002,1.6
Movie,5.5,26,3,6,116601172,2
Movie,5.1,24,0,2,22455510,1.9
Movie,6.4,52,2,13,41778863,2.8
Movie,6.2,39,0,1,19490041,2.6
Movie,6.4,28,2,8,25124966,2.3
Movie,8.2,96,21,20,28262574,4.5
Movie,6,6,0,2,21302340,1.7
Movie,7.9,92,13,20,13542874,4.1
Movie,6.5,51,2,5,30925690,2.6
Movie,7.3,92,32,40,240159,4.1
Movie,7,86,10,11,59100,6.3
Movie,7.5,70,11,6,175493,3.5
Movie,7.5,99,22,34,1347747,4.2
Movie,5.8,56,0,0,3491669,2.9
Movie,8.5,95,57,74,32572577,4.4
Movie,7.4,87,32,43,7161284,3.9
Movie,7.3,83,0,1,58009200,3.6
Movie,7,68,11,6,64577242,3.4
Movie,8.1,100,19,29,3581969,4.7
Movie,6.2,45,0,3,35067,5.8
Movie,6.3,51,3,5,3075255,2.7
Movie,7,91,34,41,1579146,4.1
Movie,8.2,80,4,11,42512375,3.9
Movie,7.6,87,2,7,1237219,4.2
Movie,7,54,5,23,117727224,2.7
Movie,6.5,86,19,26,140539099,3.9
Movie,6.8,97,20,26,63658910,4.1
Movie,6.3,70,3,10,118594548,3.3
Movie,5.9,38,1,4,22537881,2.4
Movie,5.6,21,1,1,27865571,1.9
Movie,7.3,76,28,38,63012,3.9
Movie,6.4,70,0,0,24816118,3.2
Movie,7.9,98,21,18,1324974,4.4
Movie,8.5,75,38,40,10198820,3.6
Movie,6.4,82,3,6,205139,3.6
Movie,4.5,4,0,1,15589393,1.3
Movie,5.6,49,0,1,4556,4.6
Movie,6.5,75,4,13,1631709,3.3
Movie,6.8,44,0,1,27100027,2.7
Movie,4.5,21,0,4,10224116,4
Movie,7,78,8,32,60355347,3.5
Movie,7.4,85,23,90,93927920,4
Movie,7.3,85,8,44,1879534,4
Movie,7.6,64,10,29,59696144,3.2
Movie,4.9,42,9,21,100830111,2.3
Movie,6.2,51,1,1,32428195,2.8
Movie,5.2,11,0,4,25888412,1.6
Movie,7.7,78,7,39,45512588,3.7
Movie,6.6,71,0,4,3094813,3.3
Movie,6.3,67,0,0,848,3.2
Movie,6.1,75,1,2,29011215,3.1
Movie,7.5,85,10,14,223838,3.8
Movie,6.6,31,0,1,20109115,2.4
Movie,7.5,86,86,130,102610330,4
Movie,5.5,10,1,4,109204945,1.5
Movie,7,71,3,8,53883989,3.2
Movie,8,91,38,80,623357910,4
Movie,7.4,87,3,4,1083486,4.5
Movie,6,39,0,2,27693292,2.1
Movie,8.2,73,7,29,70511035,3.6
Movie,5.1,35,1,3,90710620,2.1
Movie,3.5,22,0,6,38538188,1.6
Movie,6.2,28,1,9,80238724,2.3
Movie,6.2,71,3,19,82280579,3.2
Movie,8.5,93,36,33,205881154,4.2
Movie,5.9,45,3,9,64006466,2.6
Movie,6.6,36,4,11,87039965,2.4
Movie,6.2,64,1,2,13684249,2.8
Movie,8.2,75,13,9,3753929,3.7
Movie,7.2,84,11,21,138447667,3.8
Movie,7,71,3,16,28638916,3.6
Movie,5.2,23,1,2,17687709,1.7
Movie,6.4,56,3,5,64167069,2.8
Movie,6.1,60,0,8,212094,5.5
Movie,7.8,83,36,49,16781387,3.9
Movie,6.3,66,0,4,35606376,3.2
Movie,7.1,85,26,14,48334,3.7
Movie,5,14,4,4,26902075,1.5
Movie,6.1,40,0,3,15418790,2.2
Movie,5.3,29,1,3,16655224,2.1
Movie,7,31,1,10,51970690,2.4
Movie,7.9,83,11,16,76270454,4
Movie,7.8,59,2,2,145000989,3.1
Movie,8.1,95,40,69,125618201,4.4
Movie,5.9,30,1,1,23209310,2.2
Movie,5.2,26,1,4,24718164,1.8
Movie,6,38,2,5,68671925,2.3
Movie,5.8,43,3,6,60074103,2.5
Movie,7.5,97,123,90,71503593,4.4
Movie,6.6,41,0,2,10525717,2.6
Movie,8.5,89,37,17,23341568,4.2
Movie,6.5,33,2,13,125322469,2.5
Movie,6.4,62,4,16,118311368,3.2
Movie,5.9,59,2,6,100494675,3
Movie,6.8,55,10,7,17044981,2.9
Movie,5.2,35,0,3,49772522,2.2
Movie,7.6,63,26,48,34194407,3.3
Movie,7,37,1,1,42754105,2.5
Movie,6.4,57,0,2,42025135,2.8
Movie,5.8,22,1,4,33479698,2.1
Movie,7.7,81,23,82,104454762,3.8
Movie,6.5,50,1,8,9771658,2.9
Movie,8.6,93,79,75,217049603,4.5
Series,6.7,53,0,0,10011996,2.8
Movie,5.4,69,3,8,34020814,3
Movie,5.9,14,0,0,58169327,1.7
Movie,7.1,91,8,23,81261177,4.1
Movie,6.5,54,0,0,20059210,3
Movie,7,53,1,17,89107235,2.9
Movie,6.8,57,2,6,28563179,3.1
Movie,6.3,42,0,1,43107979,2.6
Movie,7.7,96,173,185,96962694,4.5
Movie,7.6,86,8,13,4105187,3.9
Movie,6.5,57,19,23,15962471,3.1
Movie,6.9,83,19,63,14600347,3.6
Movie,7.9,87,57,143,90135191,4.2
Movie,6.4,80,3,11,51183113,3.4
Movie,6.8,46,3,9,97690976,2.7
Movie,7.5,93,67,143,31841299,4.2
Movie,6.6,53,0,1,29121498,2.8
Movie,5.6,50,2,9,64935167,2.5
Movie,6.8,35,5,36,139313948,2.5
Movie,7.2,73,8,34,281576461,3.4
Movie,8.7,88,41,51,171479930,4.1
Movie,6.3,46,2,5,16685867,2.7
Movie,6,17,0,3,3569939,4.9
Movie,6.5,63,1,11,45172250,3.1
Movie,8.6,96,68,51,130742922,4.5
Movie,7.7,66,21,66,111127263,3.3
Movie,5.9,67,7,14,140035367,3.1
Movie,7.4,69,2,8,79249455,3.4
Movie,8.4,84,4,8,45332952,3.9
Movie,6.9,90,8,26,148768917,4.1
Movie,5.8,46,1,3,70454098,2.7
Movie,8,94,109,205,138797449,4.4
Movie,7.3,89,2,3,91077276,3.7
Movie,6.7,72,15,29,46351345,3.3
Movie,7,55,4,11,100499940,2.7
Movie,6.1,76,3,7,76507756,3.3
Movie,8,69,35,49,4184036,3.5
Movie,5.7,19,1,9,134506920,1.9
Movie,7.7,95,98,131,44585453,4.4
Movie,6.4,54,3,8,70187658,3
Movie,5.6,18,1,10,82931301,1.7
Movie,7.1,83,2,5,3820067,5
Movie,6.7,56,0,1,67642693,2.9
Movie,7.7,93,26,102,56817045,4.2
Movie,6.6,71,6,11,2037459,3.4
Movie,7.3,76,12,37,37491364,3.7
Movie,7.4,57,3,13,792200,3
Movie,6,46,1,6,83504017,2.5
Movie,8.8,87,156,218,292576195,4.2
Movie,6.1,39,1,0,17303424,2.5
Movie,5.1,14,5,14,80270227,1.6
Movie,4.9,17,2,2,9662284,1.7
Movie,5.7,16,1,0,22965110,1.8
Movie,7,61,6,9,141186864,3.2
Movie,5.8,80,0,7,18942396,3.4
Movie,6.4,41,1,4,93953653,2.5
Movie,7.6,69,10,31,209028679,3.4
Movie,7.1,45,2,15,148313048,2.7
Movie,7.6,90,49,38,154084,4.1
Movie,6.8,83,1,0,69467617,3.5
Movie,6.7,55,2,13,59952835,3
Movie,5.9,48,1,4,55204525,2.7
Movie,7,73,7,8,233007,3.6
Movie,4.7,27,1,5,60095852,2.4
Movie,5.8,21,0,3,18150259,1.9
Movie,8.1,81,21,22,148095302,3.9
Movie,8,85,35,21,52767889,4.1
Movie,7.8,82,6,16,12532777,3.7
Movie,6.4,72,0,14,60974475,3.3
Movie,8.7,96,44,38,46836214,4.5
Movie,6.7,78,3,15,119219978,3.5
Movie,6.7,59,0,2,1800000,3
Movie,7.2,75,4,10,190071103,3.6
Movie,6.3,39,2,7,279261160,2.4
Movie,7.6,86,2,2,87011,4.1
Movie,6.6,63,0,5,52075270,3.1
Movie,5.4,19,0,1,34562556,1.9
Movie,8.8,91,119,125,315710750,4.5
Movie,7.3,91,21,29,374675,4.1
Movie,5.6,24,0,5,88715192,2.1
Movie,5.5,20,2,3,3033623,1.9
Movie,8.3,92,8,15,46357676,4.2
Movie,7.1,50,2,1,5306706,2.8
Movie,6.7,35,0,7,40119709,2.2
Movie,8,83,16,17,232906145,4.1
Movie,7.3,84,10,16,11242660,3.9
Movie,6.6,56,5,26,187935490,3
Movie,5.9,35,1,0,57012977,2.1
Movie,5.9,19,0,0,19402030,1.7
Movie,8.3,92,73,111,34400301,4.4
Movie,6.7,50,0,2,25135965,2.8
Movie,6.6,9,0,2,17771387,2
Movie,6.5,63,6,18,54239856,3.1
Movie,5.7,26,1,2,32862104,2.1
Movie,7.6,89,15,16,1794187,3.9
Movie,7.3,90,1,6,5490423,4
Movie,5.5,28,0,5,33715436,2
Movie,7.1,54,0,4,1361512,2.9
Movie,7.2,80,3,17,1095369,3.6
Movie,5.8,21,5,9,126293452,1.7
Movie,8.5,90,98,140,132384315,4.3
Movie,5.7,18,7,12,110485654,1.8
Movie,5.2,18,0,3,28212337,1.7
Movie,7.1,95,17,43,88631237,4
Movie,5.9,21,0,1,137921,2
Movie,6.5,40,0,7,100539043,2.6
Movie,8.2,90,22,34,5509040,4.2
Movie,5.2,23,0,2,36076121,1.9
Movie,7.8,92,80,179,35061555,4.1
Movie,8.4,87,58,157,162805434,4.2
Movie,7.4,83,36,68,33579797,4
Movie,6.1,37,0,3,35608245,2.3
Movie,7.5,92,1,8,54712227,4
Movie,7.6,93,1,1,903986,4.2
Movie,7.1,87,8,24,5354039,3.9
Movie,7.2,68,9,9,6783129,3.4
Movie,6.6,26,8,21,217536138,2.3
Movie,6.4,61,0,1,123570,3.1
Movie,5.6,24,1,3,65660196,2
Movie,7.2,70,10,22,73280117,3.2
Movie,6.2,49,18,37,260465005,2.6
Movie,5.8,27,4,14,163214888,2.1
Movie,7.7,90,8,46,75286229,4.1
Movie,6.9,61,2,2,27838408,3.1
Movie,7.1,94,63,131,6531503,4.2
Movie,6.4,41,0,3,45290318,2.4
Movie,8.1,90,68,85,100492203,4.3
Movie,7.7,87,142,131,83043761,4.2
Movie,6.8,80,2,11,32392047,3.5
Movie,6,74,0,6,80936232,3.3
Movie,6.4,67,5,14,54333290,3.2
Movie,7.4,87,9,56,9706328,4
Movie,7.8,97,4,4,363031,4.4
Movie,6.4,37,1,2,58856790,2.5
Movie,6.3,82,0,0,5210988,3.5
Movie,7.1,81,32,54,23216709,3.7
Movie,7.8,71,84,158,127509326,3.6
Movie,5.3,56,1,2,447954,2.7
Movie,8.1,91,5,11,52287414,4.1
Movie,7.3,84,9,30,53359111,4
Movie,8,63,8,32,57377916,3.4
Movie,6.3,73,12,24,127120029,3.1
Movie,7,29,0,1,102388,2.4
Movie,7.2,80,0,3,30060660,3.7
Movie,7.4,41,3,4,93466502,2.6
Movie,7.7,92,89,148,132092958,4.2
Movie,6.2,28,1,0,19701164,2.3
Movie,6.7,53,2,4,36000,2.7
Movie,7.6,66,9,30,255959475,3.2
Movie,9,94,158,163,534858444,4.5
Movie,8.2,84,14,78,206852432,3.9
Movie,6.5,65,2,4,31457946,3.1
Movie,5.9,15,0,14,120059556,1.9
Movie,7.6,86,39,58,9176000,4
Movie,7,92,29,133,20811365,4.1
Movie,7.2,74,17,71,78616689,3.5
Movie,5.3,51,1,5,18597342,2.6
Movie,7.4,87,37,84,31504633,4
Movie,8.3,86,12,24,26589355,4.1
Movie,7.4,71,1,1,7706436,5.7
Movie,7.4,93,39,128,31558003,4.1
Movie,7.6,76,19,61,48071303,3.6
Movie,6.9,59,4,13,56569702,3.1
Movie,6,22,1,4,15132763,2
Movie,6.3,42,2,4,135645823,2.6
Movie,6.5,63,0,6,50572589,3.1
Movie,4.3,13,1,3,43585753,1.4
Movie,7.4,66,15,79,27108272,3.2
Movie,4,5,8,12,131772187,1.1
Movie,5.7,29,0,5,38252284,2
Movie,5.9,12,6,8,51438175,1.6
Movie,7.2,68,9,23,256393010,3.4
Movie,6.5,29,0,2,53374681,2.2
Movie,4.8,11,3,8,60522097,1.5
Movie,7.8,81,13,37,130164645,3.9
Movie,6.6,57,2,13,57059003,2.7
Movie,6.7,37,1,5,133375846,2.5
Movie,7.6,93,12,28,35014192,4
Movie,7.8,97,6,8,243187079,4.1
Movie,5.7,25,1,1,120146040,2
Movie,4.3,4,4,5,8840453,1.1
Movie,7.1,85,10,19,109449237,3.8
Movie,6.1,40,0,2,31715062,2.5
Movie,7.1,79,20,63,409013994,3.5
Movie,6.3,69,3,24,150371112,3.3
Movie,5.7,26,0,5,20374484,2
Movie,7.4,91,86,173,95720716,4.3
Movie,4.6,15,0,3,11798854,2.4
Movie,5,40,2,8,9600,2.2
Movie,6.6,51,0,14,39569000,2.8
Movie,5.1,22,1,4,84216833,1.8
Movie,6.4,52,8,6,145103595,2.7
Movie,7,64,0,1,72778712,3.3
Movie,6.5,33,5,18,254464305,2.4
Movie,6.6,67,4,5,85028192,3.1
Movie,6.2,28,2,3,58017783,2.3
Movie,6.4,71,0,6,41482207,3.4
Movie,6.5,68,5,3,27766,3.1
Movie,6.6,53,2,1,112494738,2.9
Movie,5.8,27,1,1,25682380,2
Movie,7.6,87,10,32,45064915,3.9
Movie,7,36,1,2,13843771,2.6
Movie,6.6,56,0,2,36895141,3.1
Movie,5.1,9,0,0,94784201,1.6
Movie,7.4,61,7,8,77872883,3.2
Movie,5.4,21,2,1,50547998,1.8
Movie,5,16,4,14,91411151,1.8
Movie,6.4,44,2,4,40981289,2.7
Movie,5.5,40,0,0,31186896,2.4
Movie,7.6,78,13,12,30036000,3.7
Movie,6.6,80,1,12,65955630,3.7
Movie,7,52,1,4,18244060,2.7
Movie,6.7,20,0,7,39785027,2.2
Movie,7.2,77,1,11,32786074,3.5
Movie,7.1,83,17,17,176484651,3.7
Movie,7.6,65,11,23,107509799,3.3
Movie,6.9,42,5,34,100618344,2.6
Movie,6.3,32,0,2,28596818,2.3
Movie,6.8,54,0,0,25296447,2.9
Movie,6.9,69,13,28,218815487,3.3
Movie,7.6,76,5,11,38634938,3.6
Movie,7.9,94,26,95,257730019,4.2
Movie,6.5,50,0,7,47382068,2.9
Movie,6,36,3,16,160861908,2.4
Movie,7.2,47,0,2,47003582,2.9
Movie,7.6,80,21,47,36400491,3.9
Movie,6.7,29,0,5,57761012,2.2
Movie,7.3,67,20,73,22911480,3.5
Movie,7.1,71,14,12,129128133,3.3
Movie,6.4,57,4,9,68540777,2.9
Movie,6.3,64,2,22,128200012,3.2
Movie,7.2,88,46,25,123477607,3.9
Movie,8.5,76,6,45,53089891,3.8
Movie,5.7,44,11,32,180011740,2.5
Movie,5.5,0,0,1,53470891,1.4
Movie,6.3,27,3,2,53790451,2.2
Movie,5.5,47,0,0,31407873,2.4
Movie,8.5,96,5,14,32000000,4.6
Movie,7,89,19,46,56003051,3.9
Movie,8,89,6,14,63095253,3.8
Movie,7.6,83,29,55,96522687,3.9
Movie,7.7,80,1,2,10827810,3.8
Movie,7.2,62,30,27,87071205,3.4
Movie,7.1,60,0,5,75585093,3.1
Movie,6.4,39,1,4,43254409,2.6
Movie,6.4,70,0,0,14905359,3.2
Movie,4.1,9,8,9,95673607,1.3
Movie,7.1,81,7,20,65001093,3.6
Movie,6.5,73,3,4,47144110,3.3
Movie,7.6,76,87,131,57386607,3.6
Movie,7.6,90,20,91,132072926,4.1
Movie,6.8,40,0,0,754301,2.8
Movie,7.2,73,2,16,148415853,3.5
Movie,6.9,54,4,32,193595521,3
Movie,6.4,58,0,1,32010860,2.8
Movie,5.8,40,1,11,80197993,2.5
Movie,7.8,82,45,47,119519402,3.9
Movie,8.9,97,90,50,96898818,4.7
Movie,7.6,70,86,175,148809770,3.5
Movie,7.8,94,37,121,45512466,4.3
Movie,9.3,91,21,43,28699976,4.4
Movie,5.9,76,1,0,25326071,3.2
Movie,5.5,41,0,8,56127162,2.1
Movie,8.1,91,43,27,404214720,4
Movie,1.6,65,2,6,73013910,2.2
Movie,7.1,64,3,17,180981856,3.2
Movie,5.6,41,1,2,16123323,2.5
Movie,7,83,1,8,71440011,3.7
Movie,7.1,88,14,28,12134935,4
Movie,7,73,8,8,106128601,3.5
Movie,7.6,86,6,11,88513495,4
Movie,6.6,47,2,4,90570999,2.7
Movie,8.2,68,11,66,128012934,3.5
Movie,8.1,83,23,106,18354356,4
Movie,7.9,94,22,72,319034126,4.2
Movie,6.5,42,2,2,61917389,2.7
Movie,7.2,39,5,15,47398413,2.9
Movie,6.6,43,1,14,105269730,2.7
Movie,5.8,29,1,0,36787257,2.2
Movie,7.3,69,28,43,101071502,3.4
Movie,6.4,75,1,7,32880591,3.3
Movie,5.9,49,0,3,70839203,2.6
Movie,7.2,74,15,77,79884879,3.6
Movie,7.2,42,0,11,48818921,2.8
Movie,6,13,1,5,51100486,1.8
Movie,6.7,55,1,1,48318130,2.8
Movie,6.7,39,1,1,13938332,2.5
Movie,5.6,62,3,14,132177234,2.9
Movie,6.7,75,7,26,155019340,3.5
Movie,7.5,93,61,191,73864507,4.2
Movie,8,76,80,120,169708112,3.6
Movie,5.4,24,0,2,108085305,2
Movie,6.7,67,1,10,134806913,3.2
Movie,7.6,95,37,169,171243005,4.2
Movie,6.5,55,1,3,31011732,2.9
Movie,7,62,1,4,38824099,2.7
Movie,7,91,8,18,4010957,3.9
Movie,5.9,12,0,0,11682205,1.8
Movie,7,84,7,25,86058055,3.7
Movie,5.8,28,1,12,122523060,2.1
Movie,8.5,77,59,105,187705427,3.8
Movie,7.1,60,2,6,85468508,3.1
Movie,7.6,89,3,8,122012643,3.7
Movie,5.9,42,0,1,73026337,2.6
Movie,6.4,60,2,5,118907036,2.8
Movie,6.9,64,5,21,113502426,3.2
Movie,8.1,93,164,139,74283625,4.4
Movie,7.8,91,2,9,23637265,4.2
Movie,7.4,100,5,10,7266383,4.4
Movie,7.7,76,10,12,56116183,3.3
Movie,8.3,82,0,8,45408703,3.8
Movie,7.8,81,1,0,70136369,3.7
Movie,6.8,57,0,15,31602566,3
Movie,7.5,87,14,39,215434591,3.9
Movie,7,58,25,50,319246193,3.1
Movie,5.9,69,0,3,51802742,3.1
Movie,7.6,49,1,3,10680275,2.8
Movie,8.8,71,50,75,330455270,4
Movie,5.8,17,0,12,66465204,1.7
